,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
111,2024-01-17T17:09:43.000-03:00,70774841272,,release,reserve_for_payout,20000.00,0.00,20000.00,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-17T17:09:43.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0,,,,,,,,,35055.94,,,
112,2024-01-17T17:09:43.000-03:00,70774841272,,release,payout,0.00,20000.00,-20000.00,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-17T17:09:43.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0.00,,,,,,,,,15055.94,00998944,,
113,2024-01-17T17:09:46.000-03:00,,,available_balance,post_payout_70774841272,15055.94,0.00,15055.94,0.00,0.00,0.00,0.00,0.00,0.00,1,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,15055.94,,,
114,2024-01-18T08:54:46.000-03:00,1029774468927,,release,asset_management,25.46,0.00,25.46,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-18T08:54:46.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0.00,,,,,,,,,15081.40,,,
115,2024-01-19T04:12:30.000-03:00,1029793626381,,release,asset_management,5.12,0.00,5.12,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-19T04:12:30.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0.00,,,,,,,,,15086.52,,,
116,2024-01-19T18:51:32.000-03:00,,,available_balance,pre_payout_70699492913,15086.52,0.00,15086.52,0.00,0.00,0.00,0.00,0.00,0.00,1,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,15086.52,,,
117,2024-01-19T18:51:35.000-03:00,70699492913,,release,reserve_for_payout,0.00,15086.52,-15086.52,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-19T18:51:35.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0,,,,,,,,,0.00,,,
118,2024-01-19T18:51:38.000-03:00,70699492913,,release,reserve_for_payout,15086.52,0.00,15086.52,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-19T18:51:38.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0,,,,,,,,,15086.52,,,
119,2024-01-19T18:51:38.000-03:00,70699492913,,release,payout,0.00,15086.52,-15086.52,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-19T18:51:38.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0.00,,,,,,,,,0.00,00998944,,
120,2024-01-19T18:51:41.000-03:00,,,available_balance,post_payout_70699492913,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,
121,2024-01-22T05:11:29.000-03:00,1029822641254,,release,asset_management,5.12,0.00,5.12,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-22T05:11:29.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0.00,,,,,,,,,5.12,,,
122,2024-01-24T13:05:14.000-03:00,69064090558,2000007196481864,release,refund,443.85,0.00,0.00,0.00,443.85,0.00,0.00,0.00,0.00,10,amex,,0.00,2024-01-24T13:05:14.000-03:00,,,,,,,BRL,"""[]""",42928711056,custom,2000007196481864,,"""{""official_store_id"":null}""",0.00,,374769,,MLB3491287977,,,Mercado Libre, ,448.97,,,"""""""Bebedouro De Ãgua 100 Litros AÃ§o InoxidÃ¡vel Coluna 100l"""""""
123,2024-01-24T13:05:17.000-03:00,69064090558,2000007196481864,release,mediation,0.00,448.97,-448.97,0.00,0.00,0.00,0.00,0.00,0.00,10,amex,,0.00,2024-01-24T13:05:17.000-03:00,,,,,,,BRL,"""[]""",42928711056,custom,2000007196481864,,"""{""official_store_id"":null}""",0.00,,374769,,MLB3491287977,,,Mercado Libre, ,0.00,,,"""""""Bebedouro De Ãgua 100 Litros AÃ§o InoxidÃ¡vel Coluna 100l"""""""
124,2024-01-24T13:05:17.000-03:00,69064090558,2000007196481864,release,reserve_for_dispute,0.00,448.97,-448.97,0.00,0.00,0.00,0.00,0.00,0.00,10,amex,,0.00,2024-01-24T13:05:17.000-03:00,,,,,,,BRL,"""[]""",42928711056,custom,2000007196481864,,"""{""official_store_id"":null}""",0,,374769,,MLB3491287977,,,Mercado Libre, ,-448.97,,,"""""""Bebedouro De Ãgua 100 Litros AÃ§o InoxidÃ¡vel Coluna 100l"""""""
125,2024-01-24T13:05:17.000-03:00,69064090558,2000007196481864,release,reserve_for_dispute,448.97,0.00,448.97,0.00,0.00,0.00,0.00,0.00,0.00,10,amex,,0.00,2024-01-24T13:05:17.000-03:00,,,,,,,BRL,"""[]""",42928711056,custom,2000007196481864,,"""{""official_store_id"":null}""",0,,374769,,MLB3491287977,,,Mercado Libre, ,0.00,,,"""""""Bebedouro De Ãgua 100 Litros AÃ§o InoxidÃ¡vel Coluna 100l"""""""
126,2024-01-24T13:06:24.000-03:00,69064090558,2000007196481864,release,reserve_for_dispute,2246.15,0.00,2246.15,0.00,0.00,0.00,0.00,0.00,0.00,10,amex,,0.00,2024-01-24T13:06:24.000-03:00,,,,,,,BRL,"""[]""",42928711056,custom,2000007196481864,,"""{""official_store_id"":null}""",0,,374769,,MLB3491287977,,,Mercado Libre, ,2246.15,,,"""""""Bebedouro De Ãgua 100 Litros AÃ§o InoxidÃ¡vel Coluna 100l"""""""
127,2024-01-24T13:06:27.000-03:00,69064090558,2000007196481864,release,mediation,0.00,2241.03,-2241.03,0.00,0.00,0.00,0.00,0.00,0.00,10,amex,,0.00,2024-01-24T13:06:27.000-03:00,,,,,,,BRL,"""[]""",42928711056,custom,2000007196481864,,"""{""official_store_id"":null}""",0.00,,374769,,MLB3491287977,,,Mercado Libre, ,5.12,,,"""""""Bebedouro De Ãgua 100 Litros AÃ§o InoxidÃ¡vel Coluna 100l"""""""
128,2024-01-24T13:06:27.000-03:00,69064090558,2000007196481864,release,reserve_for_dispute,0.00,2241.03,-2241.03,0.00,0.00,0.00,0.00,0.00,0.00,10,amex,,0.00,2024-01-24T13:06:27.000-03:00,,,,,,,BRL,"""[]""",42928711056,custom,2000007196481864,,"""{""official_store_id"":null}""",0,,374769,,MLB3491287977,,,Mercado Libre, ,-2235.91,,,"""""""Bebedouro De Ãgua 100 Litros AÃ§o InoxidÃ¡vel Coluna 100l"""""""
129,2024-01-24T13:06:27.000-03:00,69064090558,2000007196481864,release,reserve_for_dispute,2241.03,0.00,2241.03,0.00,0.00,0.00,0.00,0.00,0.00,10,amex,,0.00,2024-01-24T13:06:27.000-03:00,,,,,,,BRL,"""[]""",42928711056,custom,2000007196481864,,"""{""official_store_id"":null}""",0,,374769,,MLB3491287977,,,Mercado Libre, ,5.12,,,"""""""Bebedouro De Ãgua 100 Litros AÃ§o InoxidÃ¡vel Coluna 100l"""""""
130,2024-01-24T17:26:33.000-03:00,71175642904,MELIPAYMENTS-COLLECTIONATTEMPT-4686738082024-01-18T03:53:19.126860716,release,reserve_for_debt_payment,0.00,5.12,-5.12,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-24T17:26:33.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{""melipayments"":{""concepts"":[{""detail"":""payment"",""id"":""2806381535"",""type"":""invoice""}],""encoding"":""json""}}""",0,,,,,,,,,0.00,,,
131,2024-01-24T17:26:33.000-03:00,71175642904,MELIPAYMENTS-COLLECTIONATTEMPT-4686738082024-01-18T03:53:19.126860716,release,reserve_for_debt_payment,5.12,0.00,5.12,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-24T17:26:33.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{""melipayments"":{""concepts"":[{""detail"":""payment"",""id"":""2806381535"",""type"":""invoice""}],""encoding"":""json""}}""",0,,,,,,,,,5.12,,,
132,2024-01-24T17:26:33.000-03:00,71175642904,MELIPAYMENTS-COLLECTIONATTEMPT-4686738082024-01-18T03:53:19.126860716,release,payment,0.00,5.12,-5.12,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-24T17:26:33.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{""melipayments"":{""concepts"":[{""detail"":""payment"",""id"":""2806381535"",""type"":""invoice""}],""encoding"":""json""}}""",0.00,,,,,,,,,0.00,,,
133,2024-01-27T04:45:08.000-03:00,70326466936,2000007346894920,release,payment,2212.75,0.00,2650.00,0.00,-437.25,0.00,0.00,0.00,0.00,1,master,,0.00,2024-01-10T05:56:26.000-03:00,,,,,,,BRL,"""[]""",42994072743,custom,2000007346894920,,"""{""official_store_id"":null}""",0.00,,512267,,MLB3428434259,,,Mercado Libre, ,2212.75,,,"""""""Bebedouro Industrial 100  - Ideal P Academia Escolas Igrejas"""""""
134,2024-01-27T04:45:08.000-03:00,71110726633,MELIPAYMENTS-COLLECTIONATTEMPT-4686738082024-01-24T17:27:07.370400277,release,reserve_for_debt_payment,0.00,267.88,-267.88,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-27T04:45:08.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{""melipayments"":{""concepts"":[{""detail"":""payment"",""id"":""2806381535"",""type"":""invoice""}],""encoding"":""json""}}""",0,,,,,,,,,1944.87,,,
135,2024-01-27T04:45:08.000-03:00,71110726633,MELIPAYMENTS-COLLECTIONATTEMPT-4686738082024-01-24T17:27:07.370400277,release,reserve_for_debt_payment,267.88,0.00,267.88,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-27T04:45:08.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{""melipayments"":{""concepts"":[{""detail"":""payment"",""id"":""2806381535"",""type"":""invoice""}],""encoding"":""json""}}""",0,,,,,,,,,2212.75,,,
136,2024-01-27T04:45:08.000-03:00,71110726633,MELIPAYMENTS-COLLECTIONATTEMPT-4686738082024-01-24T17:27:07.370400277,release,payment,0.00,267.88,-267.88,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-27T04:45:08.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{""melipayments"":{""concepts"":[{""detail"":""payment"",""id"":""2806381535"",""type"":""invoice""}],""encoding"":""json""}}""",0.00,,,,,,,,,1944.87,,,
137,2024-01-29T10:40:00.000-03:00,70204334278,2000007329770968,release,payment,1918.83,0.00,2298.00,0.00,-379.17,0.00,0.00,0.00,0.00,1,visa,,0.00,2024-01-08T07:59:15.000-03:00,,,,,,,BRL,"""[]""",42986682647,custom,2000007329770968,,"""{""official_store_id"":null}""",0.00,,441174,,MLB1346937656,,,Mercado Libre, ,3863.70,,,"""""""Bebedouro Refrigerador Industrial Inox 50 Litros C/ Filtro"""""""
138,2024-01-29T11:45:40.000-03:00,71221117339,2000007484539978,release,reserve_for_payment,0.00,131.90,-131.90,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-29T11:45:40.000-03:00,,,,,,,BRL,"""[]""",43053442282,me2,2000007484539978,,"""{""official_store_id"":null}""",0,,,,MLB2675513982,,,Mercado Libre, ,3731.80,,878313,"""""""2 Rolos Etiqueta Pimaco Slp Srl 54x101 C/ 340 Etiquetas"""""""
139,2024-01-29T11:45:40.000-03:00,71221117339,2000007484539978,release,reserve_for_payment,131.90,0.00,131.90,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-29T11:45:40.000-03:00,,,,,,,BRL,"""[]""",43053442282,me2,2000007484539978,,"""{""official_store_id"":null}""",0,,,,MLB2675513982,,,Mercado Libre, ,3863.70,,878313,"""""""2 Rolos Etiqueta Pimaco Slp Srl 54x101 C/ 340 Etiquetas"""""""
140,2024-01-29T11:45:40.000-03:00,71221117339,2000007484539978,release,payment,0.00,131.90,-131.90,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-29T11:45:40.000-03:00,,,,,,,BRL,"""[]""",43053442282,me2,2000007484539978,,"""{""official_store_id"":null}""",0.00,,,,MLB2675513982,,,Mercado Libre, ,3731.80,,878313,"""""""2 Rolos Etiqueta Pimaco Slp Srl 54x101 C/ 340 Etiquetas"""""""
141,2024-01-29T11:48:32.000-03:00,71221303035,2000007484574414,release,reserve_for_payment,0.00,45.10,-45.10,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-29T11:48:32.000-03:00,,,,,,,BRL,"""[]""",43053451998,me2,2000007484574414,,"""{""official_store_id"":null}""",0,,,,MLB2782503136,,,Mercado Libre, ,3686.70,,,"""""""Teclado Banson Tech Shertech-802 PortuguÃªs Brasil Cor Preto"""""""
142,2024-01-29T11:48:32.000-03:00,71221303035,2000007484574414,release,reserve_for_payment,45.10,0.00,45.10,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-29T11:48:32.000-03:00,,,,,,,BRL,"""[]""",43053451998,me2,2000007484574414,,"""{""official_store_id"":null}""",0,,,,MLB2782503136,,,Mercado Libre, ,3731.80,,,"""""""Teclado Banson Tech Shertech-802 PortuguÃªs Brasil Cor Preto"""""""
143,2024-01-29T11:48:32.000-03:00,71221303035,2000007484574414,release,payment,0.00,45.10,-45.10,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-29T11:48:32.000-03:00,,,,,,,BRL,"""[]""",43053451998,me2,2000007484574414,,"""{""official_store_id"":null}""",0.00,,,,MLB2782503136,,,Mercado Libre, ,3686.70,,,"""""""Teclado Banson Tech Shertech-802 PortuguÃªs Brasil Cor Preto"""""""
144,2024-01-29T11:49:42.000-03:00,71221385141,2000007484588030,release,reserve_for_payment,0.00,62.13,-62.13,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-29T11:49:42.000-03:00,,,,,,,BRL,"""[]""",43053320601,me2,2000007484588030,,"""{""official_store_id"":2707}""",0,,,,MLB1813860569,,,Mercado Libre, ,3624.57,,556782,"""""""Mouse Logitech M190 Sem Fio Azul"""""""
145,2024-01-29T11:49:42.000-03:00,71221385141,2000007484588030,release,reserve_for_payment,62.13,0.00,62.13,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-29T11:49:42.000-03:00,,,,,,,BRL,"""[]""",43053320601,me2,2000007484588030,,"""{""official_store_id"":2707}""",0,,,,MLB1813860569,,,Mercado Libre, ,3686.70,,556782,"""""""Mouse Logitech M190 Sem Fio Azul"""""""
146,2024-01-29T11:49:42.000-03:00,71221385141,2000007484588030,release,payment,0.00,62.13,-62.13,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-29T11:49:42.000-03:00,,,,,,,BRL,"""[]""",43053320601,me2,2000007484588030,,"""{""official_store_id"":2707}""",0.00,,,,MLB1813860569,,,Mercado Libre, ,3624.57,,556782,"""""""Mouse Logitech M190 Sem Fio Azul"""""""
147,2024-01-29T13:33:03.000-03:00,,,available_balance,pre_payout_71433007302,3624.57,0.00,3624.57,0.00,0.00,0.00,0.00,0.00,0.00,1,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,3624.57,,,
148,2024-01-29T13:33:06.000-03:00,71433007302,,release,reserve_for_payout,0.00,3624.57,-3624.57,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-29T13:33:06.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0,,,,,,,,,0.00,,,
149,2024-01-29T13:33:08.000-03:00,71433007302,,release,reserve_for_payout,3624.57,0.00,3624.57,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-29T13:33:08.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0,,,,,,,,,3624.57,,,
150,2024-01-29T13:33:08.000-03:00,71433007302,,release,payout,0.00,3624.57,-3624.57,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-29T13:33:08.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0.00,,,,,,,,,0.00,00998944,,
151,2024-01-29T13:33:11.000-03:00,,,available_balance,post_payout_71433007302,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,
152,2024-01-29T16:57:16.000-03:00,70108150591,2000007343943856,release,payment,2246.15,0.00,2690.00,0.00,-443.85,0.00,0.00,0.00,0.00,1,master,,0.00,2024-01-09T19:30:53.000-03:00,,,,,,,BRL,"""[]""",42992966044,custom,2000007343943856,,"""{""official_store_id"":null}""",0.00,,552640,,MLB3491287977,,,Mercado Libre, ,2246.15,,,"""""""Bebedouro De Ãgua 100 Litros AÃ§o InoxidÃ¡vel Coluna 100l"""""""
153,2024-01-30T04:40:28.000-03:00,1029993443632,,release,asset_management,1.31,0.00,1.31,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-30T04:40:28.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0.00,,,,,,,,,2247.46,,,
154,2024-01-30T14:47:33.000-03:00,71286631709,2000007494337176,release,reserve_for_payment,0.00,140.99,-140.99,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-30T14:47:33.000-03:00,,,,,,,BRL,"""[]""",43057631596,me2,2000007494337176,,"""{""official_store_id"":null}""",0,,,,MLB2762653898,,,Mercado Libre, ,2106.47,,50S2934PVC,"""""""Bota Tenis Botina SeguranÃ§a Nobuck Marluvas Amarrar 50s29"""""""
155,2024-01-30T14:47:33.000-03:00,71286631709,2000007494337176,release,reserve_for_payment,140.99,0.00,140.99,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-30T14:47:33.000-03:00,,,,,,,BRL,"""[]""",43057631596,me2,2000007494337176,,"""{""official_store_id"":null}""",0,,,,MLB2762653898,,,Mercado Libre, ,2247.46,,50S2934PVC,"""""""Bota Tenis Botina SeguranÃ§a Nobuck Marluvas Amarrar 50s29"""""""
156,2024-01-30T14:47:33.000-03:00,71286631709,2000007494337176,release,payment,0.00,140.99,-140.99,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-30T14:47:33.000-03:00,,,,,,,BRL,"""[]""",43057631596,me2,2000007494337176,,"""{""official_store_id"":null}""",0.00,,,,MLB2762653898,,,Mercado Libre, ,2106.47,,50S2934PVC,"""""""Bota Tenis Botina SeguranÃ§a Nobuck Marluvas Amarrar 50s29"""""""
157,2024-01-31T05:23:27.000-03:00,1030022351774,,release,asset_management,0.76,0.00,0.76,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-31T05:23:27.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0.00,,,,,,,,,2107.23,,,
158,2024-01-31T14:43:02.000-03:00,71346453561,2000007502537616,release,reserve_for_payment,0.00,73.47,-73.47,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-31T14:43:02.000-03:00,,,,,,,BRL,"""[]""",43061153818,me2,2000007502537616,,"""{""official_store_id"":null}""",0,,,,MLB4193446312,,,Mercado Libre, ,2033.76,,0060,"""""""Isquueiro Transparente Hiper Bic Caixa C/ 50 Atacado Revenda"""""""
159,2024-01-31T14:43:02.000-03:00,71346453561,2000007502537616,release,reserve_for_payment,73.47,0.00,73.47,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-31T14:43:02.000-03:00,,,,,,,BRL,"""[]""",43061153818,me2,2000007502537616,,"""{""official_store_id"":null}""",0,,,,MLB4193446312,,,Mercado Libre, ,2107.23,,0060,"""""""Isquueiro Transparente Hiper Bic Caixa C/ 50 Atacado Revenda"""""""
160,2024-01-31T14:45:03.000-03:00,71346453561,2000007502537616,release,payment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-31T14:45:03.000-03:00,,,,,,,BRL,"""[]""",43061153818,me2,2000007502537616,,"""{""official_store_id"":null}""",0.00,,,,MLB4193446312,,,Mercado Libre, ,2107.23,,0060,"""""""Isquueiro Transparente Hiper Bic Caixa C/ 50 Atacado Revenda"""""""
161,2024-01-31T14:45:26.000-03:00,71346614227,2000007502566616,release,reserve_for_payment,0.00,73.47,-73.47,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-31T14:45:26.000-03:00,,,,,,,BRL,"""[]""",43061026115,me2,2000007502566616,,"""{""official_store_id"":null}""",0,,,,MLB4193446312,,,Mercado Libre, ,2033.76,,0060,"""""""Isquueiro Transparente Hiper Bic Caixa C/ 50 Atacado Revenda"""""""
162,2024-01-31T14:45:26.000-03:00,71346614227,2000007502566616,release,reserve_for_payment,73.47,0.00,73.47,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-31T14:45:26.000-03:00,,,,,,,BRL,"""[]""",43061026115,me2,2000007502566616,,"""{""official_store_id"":null}""",0,,,,MLB4193446312,,,Mercado Libre, ,2107.23,,0060,"""""""Isquueiro Transparente Hiper Bic Caixa C/ 50 Atacado Revenda"""""""
163,2024-01-31T14:45:26.000-03:00,71346614227,2000007502566616,release,payment,0.00,73.47,-73.47,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-31T14:45:26.000-03:00,,,,,,,BRL,"""[]""",43061026115,me2,2000007502566616,,"""{""official_store_id"":null}""",0.00,,,,MLB4193446312,,,Mercado Libre, ,2033.76,,0060,"""""""Isquueiro Transparente Hiper Bic Caixa C/ 50 Atacado Revenda"""""""
164,2024-01-31T18:03:42.000-03:00,,,available_balance,pre_payout_71563143812,2033.76,0.00,2033.76,0.00,0.00,0.00,0.00,0.00,0.00,1,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,2033.76,,,
165,2024-01-31T18:03:45.000-03:00,71563143812,,release,reserve_for_payout,0.00,2033.00,-2033.00,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-31T18:03:45.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0,,,,,,,,,0.76,,,
166,2024-01-31T18:03:47.000-03:00,71563143812,,release,reserve_for_payout,2033.00,0.00,2033.00,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-31T18:03:47.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0,,,,,,,,,2033.76,,,
167,2024-01-31T18:03:47.000-03:00,71563143812,,release,payout,0.00,2033.00,-2033.00,0.00,0.00,0.00,0.00,0.00,0.00,1,available_money,,0.00,2024-01-31T18:03:47.000-03:00,,,,,,,BRL,"""[]""",,,,,"""{}""",0.00,,,,,,,,,0.76,00000000000010082654,,
168,2024-01-31T18:03:50.000-03:00,,,available_balance,post_payout_71563143812,0.76,0.00,0.76,0.00,0.00,0.00,0.00,0.00,0.00,1,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.76,,,
169,,,,total,,0.76,0.00,23935.58,0.00,-23934.82,0.00,0.00,0.00,0.00,1,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,
170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
